"School Year","Division Number","Division Name","School Number","School Name","Subject","Race","Gender","Disadvantaged","English Learner","Migrant","Homeless","Military","Foster Care","Disabled","Test Source","Pass Rate"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Hispanic","F","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Hispanic","F","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Hispanic","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","98.63"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","94.03"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","90.63"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","87.84"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","87.00"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","90.76"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","84.62"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","81.20"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","93.88"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","92.25"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","70.59"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","65.00"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","73.68"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","Y","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","White, not of Hispanic origin","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","White, not of Hispanic origin","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","F","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","White, not of Hispanic origin","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","White, not of Hispanic origin","F","N","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","White, not of Hispanic origin","F","N","Y","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","White, not of Hispanic origin","F","N","Y","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL","83.33"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL","88.24"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Non-Hispanic, two or more races","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Asian","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Asian","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Asian","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Asian","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Asian","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","57.89"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","57.14"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","68.75"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","53.85"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","F","Y","N","N","Y","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","Y","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","F","Y","N","N","Y","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","F","Y","N","N","Y","N","Y","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Hispanic","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
