ID,Category,Total,With State Certification
510313001319,Teachers absent more than 10 days of the school year,0.36,
510313001319,Teachers employed during current school year,1,
510313001319,Teachers employed during both the current and previous school year,0.73,
510313001319,High-School Counselors,1,
510313001319,Total enrollment,,
510313001320,Classroom Teachers,1,0.88
510313001320,Classroom teachers in their first year of teaching,0.02,
510313001320,Classroom teachers in their second year of teaching,0.14,
510313001320,Teachers absent more than 10 days of the school year,0.35,
510313001320,Teachers employed during current school year,1.01,
510313001320,Teachers employed during both the current and previous school year,0.85,
510313001320,High-School Counselors,1,
510313001320,Total enrollment,,
510313001321,Classroom Teachers,1,0.89
510313001321,Classroom teachers in their first year of teaching,0.09,
510313001321,Classroom teachers in their second year of teaching,0.05,
510313001321,Teachers absent more than 10 days of the school year,0.28,
510313001321,Teachers employed during current school year,1,
510313001321,Teachers employed during both the current and previous school year,0.83,
510313001321,High-School Counselors,1,
510313001321,Total enrollment,,
510313001322,Classroom Teachers,1,0.89
510313001322,Classroom teachers in their first year of teaching,0.08,
510313001322,Classroom teachers in their second year of teaching,0.04,
510313001322,Teachers absent more than 10 days of the school year,0.33,
510313001322,Teachers employed during current school year,1,
510313001322,Teachers employed during both the current and previous school year,0.74,
510313001322,High-School Counselors,1,
510313001322,Total enrollment,,
510313001323,Classroom Teachers,1,1
510313001323,Classroom teachers in their first year of teaching,0,
510313001323,Classroom teachers in their second year of teaching,0,
510313001323,Teachers absent more than 10 days of the school year,0.31,
510313001323,Teachers employed during current school year,1,
510313001323,Teachers employed during both the current and previous school year,1,
510313001323,High-School Counselors,1,
510313001323,Total enrollment,,
510313001324,Classroom Teachers,1,0.91
510313001324,Classroom teachers in their first year of teaching,0.13,
510313001324,Classroom teachers in their second year of teaching,0.02,
510313001324,Teachers absent more than 10 days of the school year,0.36,
510313001324,Teachers employed during current school year,1.01,
510313001324,Teachers employed during both the current and previous school year,0.72,
510313001324,High-School Counselors,1,
510313001324,Total enrollment,,
510313001325,Classroom Teachers,1,0.92
510313001325,Classroom teachers in their first year of teaching,0.12,
510313001325,Classroom teachers in their second year of teaching,0.08,
510313001325,Teachers absent more than 10 days of the school year,0.26,
510313001325,Teachers employed during current school year,1.02,
510313001325,Teachers employed during both the current and previous school year,0.83,
510313001325,High-School Counselors,1,
510313001325,Total enrollment,,
510313001326,Classroom Teachers,1,0.8
510313001326,Classroom teachers in their first year of teaching,0.14,
510313001326,Classroom teachers in their second year of teaching,0.11,
510313001326,Teachers absent more than 10 days of the school year,0.24,
510313001326,Teachers employed during current school year,1.01,
510313001326,Teachers employed during both the current and previous school year,0.67,
510313001326,High-School Counselors,1,
510313001326,Total enrollment,,
510313001327,Classroom Teachers,1,0.91
510313001327,Classroom teachers in their first year of teaching,0.07,
510313001327,Classroom teachers in their second year of teaching,0.06,
510313001327,Teachers absent more than 10 days of the school year,0.33,
510313001327,Teachers employed during current school year,1,
510313001327,Teachers employed during both the current and previous school year,0.87,
510313001327,High-School Counselors,1,
510313001327,Total enrollment,,
510313001328,Classroom Teachers,1,0.95
510313001328,Classroom teachers in their first year of teaching,0.04,
510313001328,Classroom teachers in their second year of teaching,0.15,
510313001328,Teachers absent more than 10 days of the school year,0.29,
510313001328,Teachers employed during current school year,1.01,
510313001328,Teachers employed during both the current and previous school year,0.74,
510313001328,High-School Counselors,1,
510313001328,Total enrollment,,
510313001399,Classroom Teachers,1,0.95
510313001399,Classroom teachers in their first year of teaching,0.07,
510313001399,Classroom teachers in their second year of teaching,0.05,
510313001399,Teachers absent more than 10 days of the school year,0.38,
510313001399,Teachers employed during current school year,1.01,
510313001399,Teachers employed during both the current and previous school year,0.85,
510313001399,High-School Counselors,1,
510313001399,Total enrollment,,
510313001402,Classroom Teachers,1,0.9
510313001402,Classroom teachers in their first year of teaching,0.02,
510313001402,Classroom teachers in their second year of teaching,0.07,
510313001402,Teachers absent more than 10 days of the school year,0.37,
510313001402,Teachers employed during current school year,1,
510313001402,Teachers employed during both the current and previous school year,0.85,
510313001402,High-School Counselors,1,
510313001402,Total enrollment,,
510339001511,Classroom Teachers,1,0.98
510339001511,Classroom teachers in their first year of teaching,0.04,
510339001511,Classroom teachers in their second year of teaching,0.02,
510339001511,Teachers absent more than 10 days of the school year,0.24,
510339001511,Teachers employed during current school year,1.05,
510339001511,Teachers employed during both the current and previous school year,1.02,
510339001511,High-School Counselors,1,
510339001511,Total enrollment,,
510339001869,Classroom Teachers,1,0.97
510339001869,Classroom teachers in their first year of teaching,0.03,
510339001869,Classroom teachers in their second year of teaching,0.03,
510339001869,Teachers absent more than 10 days of the school year,0.31,
510339001869,Teachers employed during current school year,1.06,
510339001869,Teachers employed during both the current and previous school year,1.14,
510339001869,High-School Counselors,1,
510339001869,Total enrollment,,
510339001872,Classroom Teachers,1,1
510339001872,Classroom teachers in their first year of teaching,0.02,
